Metabolic_activity	compound	taxonomy ID
Production (export)	C00058	564
Production (export)	C00058	29322
Production (export)	C00058	39485
Production (export)	C00058	39488
Production (export)	C00058	1736
Production (export)	C00058	39491
Production (export)	C00058	467210
Production (export)	C00058	51123
Production (export)	C00058	39492
Production (export)	C00058	39496
Production (export)	C00058	853
Production (export)	C00058	833
Consumption (import)	C00058	35554
Consumption (import)	C00058	573
Production (export)	C00058	1582
Production (export)	C00058	1590
Production (export)	C00058	1358
Consumption (import)	C00058	168384
Consumption (import)	C00058	83816
Consumption (import)	C00058	2173
Consumption (import)	C00058	42879
Consumption (import)	C00058	39152
Consumption (import)	C00058	2187
Consumption (import)	C00058	2188
Consumption (import)	C00058	83984
Consumption (import)	C00058	2198
Consumption (import)	C00058	54120
Production (export)	C00058	2214
Consumption (import)	C00058	475088
Consumption (import)	C00058	2203
Consumption (import)	C00058	145263
Consumption (import)	C00058	145262
Consumption (import)	C00058	155863
Consumption (import)	C00058	405
Consumption (import)	C00058	408
Consumption (import)	C00058	114616
Consumption (import)	C00058	1525
Production (export)	C00058	847
Production (export)	C00058	19
Production (export)	C00058	110500
Consumption (import)	C00058	300
Consumption (import)	C00058	329
Production (export)	C00058	1085
Production (export)	C00058	166486
Production (export)	C00058	360807
Production (export)	C00058	40518
Production (export)	C00058	1265
Production (export)	C00058	33038
Production (export)	C00058	40520
Production (export)	C00058	33039
Production (export)	C00058	28901
Consumption (import)	C00058	24
Production (export)	C00058	621
Production (export)	C00058	622
Production (export)	C00058	623
Production (export)	C00058	624
Production (export)	C00058	119484
Production (export)	C00058	51197
Production (export)	C00058	863
Production (export)	C00058	86170
Production (export)	C00058	316277
Production (export)	C00058	666
Consumption (import)	C00058	844
Consumption (import)	c1	105841
Consumption (import)	c1	817
Consumption (import)	c1	28116
Consumption (import)	c1	818
Consumption (import)	c1	820
Consumption (import)	c1	1680
Consumption (import)	c1	28025
Consumption (import)	c1	1681
Consumption (import)	c1	1685
Consumption (import)	c1	216816
Consumption (import)	c1	28026
Consumption (import)	c1	831
Consumption (import)	c1	43305
Consumption (import)	c1	1492
Consumption (import)	c1	410072
Consumption (import)	c1	33043
Consumption (import)	c1	88431
Consumption (import)	c1	39491
Consumption (import)	c1	853
Consumption (import)	c1	833
Consumption (import)	c1	1579
Consumption (import)	c1	1582
Consumption (import)	c1	1587
Consumption (import)	c1	1590
Consumption (import)	c1	166486
Consumption (import)	c1	360807
Consumption (import)	c1	40518
Macromolecule degradation	C01355, C03323, C06215	818
Macromolecule degradation	C01355, C03323, C06215	1680
Macromolecule degradation	C01355, C03323, C06215	216816
Macromolecule degradation	C01355, C03323, C06215	166486
Macromolecule degradation	C05796	818
Macromolecule degradation	C05796	1685
Consumption (import)	C01697	442
Consumption (import)	C01697	1772
Consumption (import)	C00116	371601
Consumption (import)	C00116	35833
Consumption (import)	C00116	545
Consumption (import)	C00116	67825
Consumption (import)	C00116	133448
Consumption (import)	C00116	1492
Consumption (import)	C00116	 
Consumption (import)	C00116	182210
Consumption (import)	C00116	876
Consumption (import)	C00116	878
Consumption (import)	C00116	184917
Consumption (import)	C00116	901
Consumption (import)	C00116	880
Consumption (import)	C00116	881
Consumption (import)	C00116	167642
Consumption (import)	C00116	573
Consumption (import)	C00116	1579
Consumption (import)	C00116	1580
Consumption (import)	C00116	1581
Consumption (import)	C00116	1582
Consumption (import)	C00116	1584
Consumption (import)	C00116	1597
Consumption (import)	C00116	1598
Consumption (import)	C00116	47715
Consumption (import)	C00116	114616
Consumption (import)	C00116	1773
Consumption (import)	C00116	19
Consumption (import)	C00116	29543
Consumption (import)	C00116	1744
Consumption (import)	C00116	621
Consumption (import)	C05466	817
Consumption (import)	C05466	1680
Consumption (import)	C05466	28025
Consumption (import)	C05466	1681
Consumption (import)	C05466	1685
Consumption (import)	C05466	216816
Consumption (import)	C05466	1502
Production (export)	C05466	 
Consumption (import)	C05466	1579
Consumption (import)	C05466	1580
Consumption (import)	C05466	1581
Consumption (import)	C05466	1596
Consumption (import)	C05466	1588
Consumption (import)	C05466	33959
Consumption (import)	C05466	1590
Consumption (import)	C05466	1639
Consumption (import)	C01921	817
Consumption (import)	C01921	1680
Consumption (import)	C01921	28025
Consumption (import)	C01921	1681
Consumption (import)	C01921	1685
Consumption (import)	C01921	216816
Consumption (import)	C01921	1502
Production (export)	C01921	 
Consumption (import)	C01921	1579
Consumption (import)	C01921	1580
Consumption (import)	C01921	1581
Consumption (import)	C01921	1596
Consumption (import)	C01921	1588
Consumption (import)	C01921	33959
Consumption (import)	C01921	1590
Consumption (import)	C01921	1639
Consumption (import)	C01921	1525
Consumption (import)	C05464	817
Consumption (import)	C05464	1680
Consumption (import)	C05464	28025
Consumption (import)	C05464	1681
Consumption (import)	C05464	1685
Consumption (import)	C05464	216816
Consumption (import)	C05464	1502
Consumption (import)	C05464	1579
Consumption (import)	C05464	1580
Consumption (import)	C05464	1581
Consumption (import)	C05464	1596
Consumption (import)	C05464	1588
Consumption (import)	C05464	33959
Consumption (import)	C05464	1590
Consumption (import)	C05464	1639
Consumption (import)	C00160	1525
Consumption (import)	C00160	51197
Consumption (import)	C15557	1680
Consumption (import)	C15557	28025
Consumption (import)	C15557	1681
Consumption (import)	C15557	1685
Consumption (import)	C15557	216816
Consumption (import)	C15557	1502
Consumption (import)	C15557	1579
Consumption (import)	C15557	1580
Consumption (import)	C15557	1581
Consumption (import)	C15557	1596
Consumption (import)	C15557	1588
Consumption (import)	C15557	1590
Consumption (import)	C15557	1639
Consumption (import)	C00048	1525
Consumption (import)	C00048	51197
Consumption (import)	C00242	 
Consumption (import)	C00387	 
Production (export)	C00282	35830
Consumption (import)	C00282	28187
Production (export)	C00282	905
Production (export)	C00282	28117
Production (export)	C00282	105841
Production (export)	C00282	1390
Production (export)	C00282	1392
Production (export)	C00282	1452
Production (export)	C00282	1413
Production (export)	C00282	1396
Production (export)	C00282	79880
Production (export)	C00282	1398
Production (export)	C00282	408580
Production (export)	C00282	86665
Production (export)	C00282	1402
Production (export)	C00282	1404
Production (export)	C00282	1405
Production (export)	C00282	79885
Production (export)	C00282	64104
Production (export)	C00282	1408
Production (export)	C00282	85683
Production (export)	C00282	1423
Production (export)	C00282	1428
Production (export)	C00282	1405
Production (export)	C00282	47678
Production (export)	C00282	246787
Production (export)	C00282	310298
Production (export)	C00282	387090
Production (export)	C00282	357276
Production (export)	C00282	28111
Production (export)	C00282	338188
Production (export)	C00282	817
Production (export)	C00282	290053
Production (export)	C00282	329854
Production (export)	C00282	28116
Production (export)	C00282	384638
Production (export)	C00282	310297
Production (export)	C00282	376805
Production (export)	C00282	46506
Production (export)	C00282	818
Production (export)	C00282	820
Production (export)	C00282	821
Production (export)	C00282	371601
Production (export)	C00282	216816
Consumption (import)	C00282	35833
Consumption (import)	C00282	1322
Consumption (import)	C00282	53443
Production (export)	C00282	45851
Production (export)	C00282	831
Production (export)	C00282	43305
Consumption (import)	C00282	291048
Consumption (import)	C00282	824
Production (export)	C00282	1488
Production (export)	C00282	333367
Production (export)	C00282	261299
Production (export)	C00282	1520
Production (export)	C00282	208479
Production (export)	C00282	1491
Production (export)	C00282	1492
Production (export)	C00282	217159
Production (export)	C00282	1521
Production (export)	C00282	1493
Production (export)	C00282	 
Production (export)	C00282	1496
Production (export)	C00282	154046
Production (export)	C00282	89152
Production (export)	C00282	89153
Production (export)	C00282	1534
Production (export)	C00282	1535
Production (export)	C00282	1538
Production (export)	C00282	84026
Production (export)	C00282	29361
Production (export)	C00282	1542
Production (export)	C00282	29362
Production (export)	C00282	1502
Production (export)	C00282	66219
Production (export)	C00282	84030
Production (export)	C00282	29347
Production (export)	C00282	1509
Production (export)	C00282	1511
Production (export)	C00282	1512
Production (export)	C00282	1513
Production (export)	C00282	1515
Production (export)	C00282	74426
Production (export)	C00282	147207
Production (export)	C00282	147206
Production (export)	C00282	116085
Production (export)	C00282	33043
Consumption (import)	C00282	894
Consumption (import)	C00282	182210
Consumption (import)	C00282	876
Consumption (import)	C00282	878
Consumption (import)	C00282	184917
Consumption (import)	C00282	901
Consumption (import)	C00282	880
Consumption (import) & production (export)	C00282	881
Production (export)	C00282	39486
Production (export)	C00282	37734
Production (export)	C00282	1351
Production (export)	C00282	1352
Production (export)	C00282	1353
Production (export)	C00282	246144
Production (export)	C00282	562
Production (export)	C00282	253239
Production (export)	C00282	29322
Production (export)	C00282	39485
Production (export)	C00282	39488
Consumption (import) & production (export)	C00282	1736
Production (export)	C00282	39491
Production (export)	C00282	467210
Production (export)	C00282	51123
Production (export)	C00282	39492
Production (export)	C00282	39496
Production (export)	C00282	28232
Consumption (import) & production (export)	C00282	35554
Consumption (import)	C00282	160233
Consumption (import)	C00282	168384
Consumption (import)	C00282	83816
Consumption (import)	C00282	2173
Consumption (import)	C00282	83171
Consumption (import)	C00282	67760
Consumption (import)	C00282	2190
Consumption (import)	C00282	73913
Consumption (import)	C00282	42879
Consumption (import)	C00282	39152
Consumption (import)	C00282	2187
Consumption (import)	C00282	2188
Consumption (import)	C00282	83984
Consumption (import)	C00282	2198
Consumption (import)	C00282	54120
Consumption (import)	C00282	2320
Consumption (import)	C00282	2224
Consumption (import)	C00282	2214
Consumption (import)	C00282	2208
Consumption (import)	C00282	2209
Consumption (import)	C00282	2317
Consumption (import)	C00282	475088
Consumption (import)	C00282	2203
Consumption (import)	C00282	145263
Consumption (import)	C00282	145262
Consumption (import)	C00282	155863
Consumption (import)	C00282	2180
Production (export)	C00282	28118
Production (export)	C00282	19
Production (export)	C00282	110500
Production (export)	C00282	28123
Production (export)	C00282	29292
Production (export)	C00282	2261
Production (export)	C00282	53953
Production (export)	C00282	166486
Production (export)	C00282	1264
Production (export)	C00282	40518
Production (export)	C00282	1265
Production (export)	C00282	33038
Production (export)	C00282	46228
Production (export)	C00282	40520
Production (export)	C00282	33039
Consumption (import)	C00282	332055
Production (export)	C00282	119484
Production (export)	C00282	863
Production (export)	C00282	316277
Production (export)	C00282	2336
Production (export)	C00282	29466
Consumption (import)	C00282	844
Consumption (import)	C00027	 
Production (export)	C00027	1311
Production (export)	C00027	1328
Production (export)	C00027	113107
Production (export)	C00027	1335
Production (export)	C00027	45634
Production (export)	C00027	1317
Production (export)	C00027	1334
Production (export)	C00027	1336
Production (export)	C00027	315405
Production (export)	C00027	1302
Production (export)	C00027	102684
Production (export)	C00027	68892
Production (export)	C00027	28037
Production (export)	C00027	1309
Production (export)	C00027	1303
Production (export)	C00027	1318
Production (export)	C00027	68891
Production (export)	C00027	1313
Production (export)	C00027	361101
Production (export)	C00027	1314
Production (export)	C00027	1304
Production (export)	C00027	1305
Production (export)	C00027	1307
Production (export)	C00027	1308
Production (export)	C00027	1349
Production (export)	C00027	1343
Production (export)	C00283	72556
Production (export)	C00283	905
Production (export)	C00283	169435
Production (export)	C00283	2234
Production (export)	C00283	84156
Production (export)	C00283	35833
Production (export)	C00283	76887
Production (export)	C00283	291048
Production (export)	C00283	453230
Production (export)	C00283	259354
Production (export)	C00283	2296
Production (export)	C00283	894
Production (export)	C00283	181663
Production (export)	C00283	45663
Production (export)	C00283	899
Production (export)	C00283	488939
Production (export)	C00283	84980
Production (export)	C00283	58138
Production (export)	C00283	1565
Production (export)	C00283	59610
Production (export)	C00283	182210
Production (export)	C00283	876
Production (export)	C00283	878
Production (export)	C00283	184917
Production (export)	C00283	901
Production (export)	C00283	880
Production (export)	C00283	881
Consumption (import)	C00283	2208
Production (export)	C00283	28118
Production (export)	C00283	638849
Production (export)	C00283	24
Production (export)	C00283	119484
Production (export)	C00283	28262
Macromolecule degradation	c3	103618
Macromolecule degradation	c3	1660
Macromolecule degradation	c3	544580
Macromolecule degradation	c3	103621
Macromolecule degradation	c3	1656
Macromolecule degradation	c3	40567
Macromolecule degradation	c3	1408
Macromolecule degradation	c3	246787
Macromolecule degradation	c3	357276
Macromolecule degradation	c3	28111
Macromolecule degradation	c3	817
Macromolecule degradation	c3	329854
Macromolecule degradation	c3	28116
Macromolecule degradation	c3	818
Macromolecule degradation	c3	1680
Macromolecule degradation	c3	28025
Macromolecule degradation	c3	1681
Macromolecule degradation	c3	1686
Macromolecule degradation	c3	1689
Macromolecule degradation	c3	216816
Macromolecule degradation	c3	28026
Macromolecule degradation	c3	45851
Macromolecule degradation	c3	831
Macromolecule degradation	c3	43305
Macromolecule degradation	c3	31899
Macromolecule degradation	c3	1521
Macromolecule degradation	c3	833
Macromolecule degradation	c3	986
Macromolecule degradation	c3	823
Macromolecule degradation	c3	77095
Macromolecule degradation	c3	839
Macromolecule degradation	c3	166486
Macromolecule degradation	c3	1264
Macromolecule degradation	c3	1265
Macromolecule degradation	c3	1916
Macromolecule degradation	c3	2021
Production (export)	C00388	1502
Consumption (import)	C00388	 
Macromolecule degradation	C00518	28116
Macromolecule degradation	C00518	818
Macromolecule degradation	C00518	1502
Macromolecule degradation	C00518	1314
Consumption (import)	C00708	 
Production (export)	C00463	28117
Production (export)	C00463	328814
Production (export)	C00463	33029
Production (export)	C00463	33037
Production (export)	C00463	169435
Production (export)	C00463	1509
Consumption (import)	C00463	 
Consumption (import)	C00463	182210
Consumption (import)	C00463	876
Consumption (import)	C00463	878
Consumption (import)	C00463	184917
Consumption (import)	C00463	901
Consumption (import)	C00463	880
Consumption (import)	C00463	881
Production (export)	C00463	562
Production (export)	C00463	467210
Production (export)	C00463	28118
Production (export)	C00463	54005
Production (export)	C00463	33031
Production (export)	C00954	1491
Production (export)	C00954	1509
Production (export)	C00954	1511
Consumption (import)	C00954	 
Consumption (import) & production (export)	C00954	562
Consumption (import)	C00294	169435
Consumption (import)	C00294	 
Consumption (import)	C00137, C01177	 
Consumption (import)	C00137, C01177	88431
Consumption (import)	C00137, C01177	61171
Consumption (import)	C00137, C01177	573
Consumption (import)	C00137, C01177	1464
Consumption (import)	C05123	35833
Consumption (import)	C02632	80867
Consumption (import)	C02632	47920
Production (export)	C02632	28117
Production (export)	C02632	105841
Production (export)	C02632	818
Production (export)	C02632	53443
Consumption (import)	C02632	45851
Consumption (import)	C02632	831
Consumption (import)	C02632	43305
Production (export)	C02632	100886
Production (export)	C02632	1511
Consumption (import)	C02632	 
Consumption (import)	C02632	833
Consumption (import)	C02632	28232
Production (export)	C02632	28118
Production (export)	C02632	1261
Consumption (import) & production (export)	C02632	839
Production (export)	C02632	638849
Consumption (import)	C02632	1264
Consumption (import)	C02632	40518
Consumption (import)	C02632	1265
Consumption (import)	C00252	1680
Consumption (import)	C00252	1685
Consumption (import)	C00252	216816
Production (export)	C01845	1520
Consumption (import)	C08262	72556
Consumption (import)	C08262	80867
Consumption (import)	C08262	47920
Production (export)	C08262	28117
Production (export)	C08262	105841
Production (export)	C08262	28116
Production (export)	C08262	818
Production (export)	C08262	53443
Consumption (import)	C08262	45851
Consumption (import)	C08262	831
Consumption (import)	C08262	43305
Production (export)	C08262	1511
Consumption (import)	C08262	 
Consumption (import)	C08262	2296
Consumption (import)	C08262	28232
Production (export)	C08262	28118
Production (export)	C08262	1261
Consumption (import) & production (export)	C08262	839
Production (export)	C08262	638849
Consumption (import)	C08262	40518
Consumption (import)	C08262	1265
Production (export)	C08262	1280
Consumption (import)	C00490	72556
Production (export)	C00238	 
Consumption (import)	C00041, C00133	81468
Consumption (import)	C00041, C00133	186490
Consumption (import)	C00041, C00133	1491
Consumption (import)	C00041, C00133	1496
Consumption (import)	C00041, C00133	1509
Consumption (import)	C00041, C00133	 
Production (export)	C00041, C00133	39491
Consumption (import)	C00041, C00133	114616
Consumption (import)	C00041, C00133	1335
Consumption (import)	C00532, C01904	80867
Consumption (import)	C00532, C01904	47920
Consumption (import)	C00532, C01904	67854
Consumption (import)	C00532, C01904	 
Consumption (import)	C00532, C01904	573
Consumption (import)	C00062	219314
Consumption (import)	C00062	33032
Consumption (import)	C00062	33034
Consumption (import)	C00062	33036
Consumption (import)	C00062	33037
Consumption (import)	C00062	186490
Consumption (import)	C00062	1491
Consumption (import)	C00062	1496
Consumption (import)	C00062	1502
Consumption (import)	C00062	1509
Consumption (import)	C00062	1513
Consumption (import)	C00062	 
Production (export)	C00062	1718
Consumption (import)	C00062	1351
Consumption (import)	C00062	1260
Consumption (import)	C00062	54005
Consumption (import)	C00062	33031
Consumption (import)	C00062	1304
Consumption (import)	C00062	40545
Consumption (import)	C00152	28187
Consumption (import)	C00152	 
Consumption (import)	C00152	1299
Consumption (import)	C00152	833
Consumption (import)	C00152	839
Consumption (import)	C00152	1264
Consumption (import)	C00152	1265
Consumption (import)	C00049, C00402	28187
Consumption (import)	C00049, C00402	81468
Consumption (import)	C00049, C00402	186490
Consumption (import)	C00049, C00402	1491
Consumption (import)	C00049, C00402	1496
Consumption (import)	C00049, C00402	1502
Consumption (import)	C00049, C00402	84030
Consumption (import)	C00049, C00402	1509
Consumption (import)	C00049, C00402	1513
Consumption (import)	C00049, C00402	 
Production (export)	C00049, C00402	1718
Consumption (import)	C00049, C00402	39491
Consumption (import)	C00049, C00402	851
Consumption (import)	C00049, C00402	114616
Consumption (import)	C00049, C00402	1304
Consumption (import)	C00049, C00402	40545
Consumption (import)	C00318, C15025	 
Consumption (import)	C00097, C00793	817
Consumption (import)	C00097, C00793	818
Consumption (import)	C00097, C00793	821
Consumption (import)	C00097, C00793	 
Consumption (import)	C00097, C00793	833
Consumption (import)	C00097, C00793	851
Consumption (import)	C00097, C00793	823
Consumption (import)	C00097, C00793	839
Consumption (import)	C00097, C00793	40518
Consumption (import)	C01019	80867
Consumption (import)	C01019	47920
Consumption (import)	C01019	817
Consumption (import)	C01019	28116
Consumption (import)	C01019	818
Consumption (import)	C01019	821
Consumption (import)	C01019	1685
Consumption (import)	C01019	216816
Consumption (import)	C01019	28026
Consumption (import)	C01019	39485
Consumption (import)	C01019	360807
Consumption (import)	C01019	33038
Consumption (import)	C01019	40520
Consumption (import)	C01019	214851
Consumption (import)	C00025, C00217	28187
Consumption (import)	C00025, C00217	905
Consumption (import)	C00025, C00217	219314
Consumption (import)	C00025, C00217	81468
Consumption (import)	C00025, C00217	186490
Consumption (import)	C00025, C00217	 
Consumption (import)	C00025, C00217	1717
Production (export)	C00025, C00217	1718
Consumption (import)	C00025, C00217	1299
Consumption (import)	C00025, C00217	562
Production (export)	C00025, C00217	39491
Consumption (import)	C00025, C00217	851
Consumption (import)	C00025, C00217	573
Production (export)	C00025, C00217	110500
Consumption (import)	C00025, C00217	1304
Consumption (import)	C00064, C00819	186490
Consumption (import)	C00064, C00819	1491
Consumption (import)	C00064, C00819	1509
Consumption (import)	C00064, C00819	1513
Consumption (import)	C00064, C00819	 
Consumption (import)	C00064, C00819	1299
Consumption (import)	C00064, C00819	562
Consumption (import) & production (export)	C00064, C00819	39491
Consumption (import)	C00064, C00819	833
Consumption (import)	C00064, C00819	851
Production (export)	C00064, C00819	110500
Consumption (import)	C00064, C00819	839
Consumption (import)	C00064, C00819	1264
Consumption (import)	C00064, C00819	1335
Consumption (import)	C00037	1491
Consumption (import)	C00037	1496
Consumption (import)	C00037	1509
Consumption (import)	C00037	1513
Consumption (import)	C00037	 
Consumption (import)	C00037	39491
Consumption (import)	C00037	638849
Consumption (import)	C00037	1304
Consumption (import)	C00135	28187
Consumption (import)	C00135	80867
Consumption (import)	C00135	47920
Consumption (import)	C00135	33034
Consumption (import)	C00135	33037
Production (export)	C00135	186490
Consumption (import)	C00135	1491
Consumption (import)	C00135	1496
Consumption (import)	C00135	1513
Consumption (import)	C00135	 
Consumption (import)	C00135	562
Consumption (import)	C00135	1260
Consumption (import)	C00135	851
Consumption (import)	C00135	54005
Consumption (import)	C00135	33031
Consumption (import)	C00135	1304
Consumption (import)	C00263	186490
Consumption (import)	C00770	562
Consumption (import)	C06472	 
Consumption (import)	C00407	81468
Consumption (import)	C00407	186490
Consumption (import)	C00407	1491
Consumption (import)	C00407	1496
Consumption (import)	C00407	1509
Consumption (import)	C00407	 
Consumption (import)	C00407	562
Consumption (import)	C00407	1304
Consumption (import)	C00186, C00256	438
Consumption (import)	C00186, C00256	28187
Production (export)	C00186, C00256	103618
Production (export)	C00186, C00256	1660
Production (export)	C00186, C00256	544580
Production (export)	C00186, C00256	103621
Production (export)	C00186, C00256	1656
Consumption (import)	C00186, C00256	644
Consumption (import)	C00186, C00256	714
Consumption (import)	C00186, C00256	105841
Production (export)	C00186, C00256	1382
Production (export)	C00186, C00256	1383
Production (export)	C00186, C00256	82135
Consumption (import) & production (export)	C00186, C00256	817
Production (export)	C00186, C00256	28116
Production (export)	C00186, C00256	818
Production (export)	C00186, C00256	1680
Production (export)	C00186, C00256	1683
Production (export)	C00186, C00256	28025
Production (export)	C00186, C00256	1681
Production (export)	C00186, C00256	1685
Production (export)	C00186, C00256	1686
Production (export)	C00186, C00256	1689
Production (export)	C00186, C00256	78342
Production (export)	C00186, C00256	216816
Production (export)	C00186, C00256	28026
Consumption (import)	C00186, C00256	35833
Production (export)	C00186, C00256	1322
Production (export)	C00186, C00256	53443
Production (export)	C00186, C00256	45851
Production (export)	C00186, C00256	831
Production (export)	C00186, C00256	43305
Production (export)	C00186, C00256	100886
Production (export)	C00186, C00256	1521
Consumption (import)	C00186, C00256	1534
Production (export)	C00186, C00256	1502
Production (export)	C00186, C00256	74426
Production (export)	C00186, C00256	147207
Production (export)	C00186, C00256	147206
Consumption (import)	C00186, C00256	 
Consumption (import)	C00186, C00256	285
Consumption (import) & production (export)	C00186, C00256	116085
Production (export)	C00186, C00256	410072
Production (export)	C00186, C00256	33043
Consumption (import)	C00186, C00256	894
Consumption (import)	C00186, C00256	1565
Consumption (import)	C00186, C00256	182210
Consumption (import)	C00186, C00256	876
Consumption (import)	C00186, C00256	878
Consumption (import)	C00186, C00256	184917
Consumption (import) & production (export)	C00186, C00256	901
Consumption (import)	C00186, C00256	880
Consumption (import)	C00186, C00256	881
Production (export)	C00186, C00256	39486
Production (export)	C00186, C00256	37734
Production (export)	C00186, C00256	1351
Production (export)	C00186, C00256	1352
Production (export)	C00186, C00256	1353
Production (export)	C00186, C00256	246144
Production (export)	C00186, C00256	208962
Production (export)	C00186, C00256	562
Production (export)	C00186, C00256	564
Production (export)	C00186, C00256	29322
Production (export)	C00186, C00256	39485
Consumption (import) & production (export)	C00186, C00256	39488
Consumption (import) & production (export)	C00186, C00256	1736
Production (export)	C00186, C00256	39491
Production (export)	C00186, C00256	467210
Production (export)	C00186, C00256	51123
Production (export)	C00186, C00256	39492
Production (export)	C00186, C00256	39496
Production (export)	C00186, C00256	853
Production (export)	C00186, C00256	833
Production (export)	C00186, C00256	851
Consumption (import)	C00186, C00256	727
Consumption (import)	C00186, C00256	729
Production (export)	C00186, C00256	61171
Production (export)	C00186, C00256	1579
Production (export)	C00186, C00256	83683
Production (export)	C00186, C00256	1604
Production (export)	C00186, C00256	227943
Consumption (import) & production (export)	C00186, C00256	1580
Consumption (import) & production (export)	C00186, C00256	1581
Production (export)	C00186, C00256	1582
Production (export)	C00186, C00256	181675
Production (export)	C00186, C00256	47770
Production (export)	C00186, C00256	1584
Production (export)	C00186, C00256	1613
Production (export)	C00186, C00256	1596
Production (export)	C00186, C00256	1587
Production (export)	C00186, C00256	1588
Production (export)	C00186, C00256	147802
Production (export)	C00186, C00256	109790
Production (export)	C00186, C00256	33959
Production (export)	C00186, C00256	1632
Production (export)	C00186, C00256	1597
Consumption (import) & production (export)	C00186, C00256	1590
Production (export)	C00186, C00256	1598
Production (export)	C00186, C00256	47715
Production (export)	C00186, C00256	1623
Production (export)	C00186, C00256	1599
Production (export)	C00186, C00256	1624
Production (export)	C00186, C00256	227945
Production (export)	C00186, C00256	1633
Production (export)	C00186, C00256	1358
Production (export)	C00186, C00256	40542
Production (export)	C00186, C00256	157692
Production (export)	C00186, C00256	157688
Production (export)	C00186, C00256	33964
Production (export)	C00186, C00256	115778
Production (export)	C00186, C00256	136609
Production (export)	C00186, C00256	1245
Production (export)	C00186, C00256	168384
